feature,importance,std
ltv_r,0.010091274469171962,0.0
fico_score,-0.0029973591125075916,0.0
log_upb,-0.04833320482299308,0.0
int_rate,-0.05321932859772727,0.0
dti_r,-0.06417718041887943,0.0
