GP_var,GP_range,variant,test_year,cause
0.49036138534578316,8.266443306190284,linear_spatial,2018,prepay
7.216205266237487,136.84303491837133,linear_spatial,2018,default
0.4597466017153765,9.603431154125099,linear_spatial,2019,prepay
5.554821588752496,91.77119121750256,linear_spatial,2019,default
